protein	mode	mzo	mz	i	fr	fe
STARD2	pos	786.59440000	786.5959	6020.0	E12	F7558
STARD2	pos	786.59440000	786.5959	0.0	X0	F7558
STARD2	pos	786.59440000	786.5993	14200000.0	E4	F7559
STARD2	pos	786.59440000	786.5993	22800000.0	E5	F7559
STARD2	pos	786.59440000	786.5993	57900000.0	E6	F7559
STARD2	pos	786.59440000	786.5993	247000000.0	E7	F7559
STARD2	pos	786.59440000	786.5993	978000000.0	E8	F7559
STARD2	pos	786.59440000	786.5993	1180000000.0	E9	F7559
STARD2	pos	786.59440000	786.5993	1030000000.0	E10	F7559
STARD2	pos	786.59440000	786.5993	531000000.0	E11	F7559
STARD2	pos	786.59440000	786.5993	71100000.0	E12	F7559
STARD2	pos	786.59440000	786.5993	nan	X0	F7559
STARD2	pos	732.54990000	732.5534	72500.0	E4	F6589
STARD2	pos	732.54990000	732.5534	53100.0	E5	F6589
STARD2	pos	732.54990000	732.5534	114000.0	E6	F6589
STARD2	pos	732.54990000	732.5534	445000.0	E7	F6589
STARD2	pos	732.54990000	732.5534	2560000.0	E8	F6589
STARD2	pos	732.54990000	732.5534	3390000.0	E9	F6589
STARD2	pos	732.54990000	732.5534	2460000.0	E10	F6589
STARD2	pos	732.54990000	732.5534	884000.0	E11	F6589
STARD2	pos	732.54990000	732.5534	108000.0	E12	F6589
STARD2	pos	732.54990000	732.5534	0.0	X0	F6589
STARD2	pos	732.54990000	732.5541	757000.0	E4	F6590
STARD2	pos	732.54990000	732.5541	270000.0	E5	F6590
STARD2	pos	732.54990000	732.5541	134000.0	E6	F6590
STARD2	pos	732.54990000	732.5541	63300.0	E7	F6590
STARD2	pos	732.54990000	732.5541	53700.0	E8	F6590
STARD2	pos	732.54990000	732.5541	24600.0	E9	F6590
STARD2	pos	732.54990000	732.5541	21200.0	E10	F6590
STARD2	pos	732.54990000	732.5541	19300.0	E11	F6590
STARD2	pos	732.54990000	732.5541	10300.0	E12	F6590
STARD2	pos	732.54990000	732.5541	0.0	X0	F6590
STARD2	pos	732.54990000	732.5497	0.0	E4	F6588
STARD2	pos	732.54990000	732.5497	7210.0	E5	F6588
STARD2	pos	732.54990000	732.5497	0.0	E6	F6588
STARD2	pos	732.54990000	732.5497	5650.0	E7	F6588
STARD2	pos	732.54990000	732.5497	0.0	E8	F6588
STARD2	pos	732.54990000	732.5497	32700.0	E9	F6588
STARD2	pos	732.54990000	732.5497	10400.0	E10	F6588
STARD2	pos	732.54990000	732.5497	6220.0	E11	F6588
STARD2	pos	732.54990000	732.5497	6710.0	E12	F6588
STARD2	pos	732.54990000	732.5497	0.0	X0	F6588
STARD2	pos	732.54990000	732.5477	0.0	E4	F6587
STARD2	pos	732.54990000	732.5477	7210.0	E5	F6587
STARD2	pos	732.54990000	732.5477	0.0	E6	F6587
STARD2	pos	732.54990000	732.5477	5650.0	E7	F6587
STARD2	pos	732.54990000	732.5477	0.0	E8	F6587
STARD2	pos	732.54990000	732.5477	32700.0	E9	F6587
STARD2	pos	732.54990000	732.5477	10400.0	E10	F6587
STARD2	pos	732.54990000	732.5477	6220.0	E11	F6587
STARD2	pos	732.54990000	732.5477	6710.0	E12	F6587
STARD2	pos	732.54990000	732.5477	0.0	X0	F6587
STARD2	pos	732.54990000	732.5471	0.0	E4	F6586
STARD2	pos	732.54990000	732.5471	7210.0	E5	F6586
STARD2	pos	732.54990000	732.5471	0.0	E6	F6586
STARD2	pos	732.54990000	732.5471	5650.0	E7	F6586
STARD2	pos	732.54990000	732.5471	0.0	E8	F6586
STARD2	pos	732.54990000	732.5471	32700.0	E9	F6586
STARD2	pos	732.54990000	732.5471	10400.0	E10	F6586
STARD2	pos	732.54990000	732.5471	6220.0	E11	F6586
STARD2	pos	732.54990000	732.5471	6710.0	E12	F6586
STARD2	pos	732.54990000	732.5471	0.0	X0	F6586
STARD2	pos	732.54990000	732.5462	0.0	E4	F6585
STARD2	pos	732.54990000	732.5462	7210.0	E5	F6585
STARD2	pos	732.54990000	732.5462	0.0	E6	F6585
STARD2	pos	732.54990000	732.5462	5650.0	E7	F6585
STARD2	pos	732.54990000	732.5462	0.0	E8	F6585
STARD2	pos	732.54990000	732.5462	32700.0	E9	F6585
STARD2	pos	732.54990000	732.5462	10400.0	E10	F6585
STARD2	pos	732.54990000	732.5462	6220.0	E11	F6585
STARD2	pos	732.54990000	732.5462	6710.0	E12	F6585
STARD2	pos	732.54990000	732.5462	0.0	X0	F6585
STARD2	pos	732.54990000	732.5453	0.0	E4	F6584
STARD2	pos	732.54990000	732.5453	7210.0	E5	F6584
STARD2	pos	732.54990000	732.5453	0.0	E6	F6584
STARD2	pos	732.54990000	732.5453	5650.0	E7	F6584
STARD2	pos	732.54990000	732.5453	0.0	E8	F6584
STARD2	pos	732.54990000	732.5453	32700.0	E9	F6584
STARD2	pos	732.54990000	732.5453	10400.0	E10	F6584
STARD2	pos	732.54990000	732.5453	6220.0	E11	F6584
STARD2	pos	732.54990000	732.5453	6710.0	E12	F6584
STARD2	pos	732.54990000	732.5453	0.0	X0	F6584
STARD2	pos	732.54990000	732.5452	0.0	E4	F6583
STARD2	pos	732.54990000	732.5452	7210.0	E5	F6583
STARD2	pos	732.54990000	732.5452	0.0	E6	F6583
STARD2	pos	732.54990000	732.5452	5650.0	E7	F6583
STARD2	pos	732.54990000	732.5452	0.0	E8	F6583
STARD2	pos	732.54990000	732.5452	32700.0	E9	F6583
STARD2	pos	732.54990000	732.5452	10400.0	E10	F6583
STARD2	pos	732.54990000	732.5452	6220.0	E11	F6583
STARD2	pos	732.54990000	732.5452	6710.0	E12	F6583
STARD2	pos	732.54990000	732.5452	0.0	X0	F6583
STARD2	pos	758.56450000	758.5693	214000.0	E4	F7052
STARD2	pos	758.56450000	758.5693	234000.0	E5	F7052
STARD2	pos	758.56450000	758.5693	498000.0	E6	F7052
STARD2	pos	758.56450000	758.5693	1900000.0	E7	F7052
STARD2	pos	758.56450000	758.5693	11100000.0	E8	F7052
STARD2	pos	758.56450000	758.5693	14700000.0	E9	F7052
STARD2	pos	758.56450000	758.5693	10600000.0	E10	F7052
STARD2	pos	758.56450000	758.5693	3610000.0	E11	F7052
STARD2	pos	758.56450000	758.5693	499000.0	E12	F7052
STARD2	pos	758.56450000	758.5693	78700.0	X0	F7052
STARD2	pos	758.56450000	758.5643	0.0	E4	F7051
STARD2	pos	758.56450000	758.5643	0.0	E5	F7051
STARD2	pos	758.56450000	758.5643	0.0	E6	F7051
STARD2	pos	758.56450000	758.5643	0.0	E7	F7051
STARD2	pos	758.56450000	758.5643	30400.0	E8	F7051
STARD2	pos	758.56450000	758.5643	0.0	E9	F7051
STARD2	pos	758.56450000	758.5643	20600.0	E10	F7051
STARD2	pos	758.56450000	758.5643	0.0	E11	F7051
STARD2	pos	758.56450000	758.5643	0.0	E12	F7051
STARD2	pos	758.56450000	758.5643	0.0	X0	F7051
STARD2	pos	758.56450000	758.5634	0.0	E4	F7050
STARD2	pos	758.56450000	758.5634	0.0	E5	F7050
STARD2	pos	758.56450000	758.5634	0.0	E6	F7050
STARD2	pos	758.56450000	758.5634	0.0	E7	F7050
STARD2	pos	758.56450000	758.5634	30400.0	E8	F7050
STARD2	pos	758.56450000	758.5634	0.0	E9	F7050
STARD2	pos	758.56450000	758.5634	20600.0	E10	F7050
STARD2	pos	758.56450000	758.5634	0.0	E11	F7050
STARD2	pos	758.56450000	758.5634	0.0	E12	F7050
STARD2	pos	758.56450000	758.5634	0.0	X0	F7050
STARD2	pos	718.57040000	718.5742	0.0	E4	F6327
STARD2	pos	718.57040000	718.5742	0.0	E5	F6327
STARD2	pos	718.57040000	718.5742	0.0	E6	F6327
STARD2	pos	718.57040000	718.5742	23800.0	E7	F6327
STARD2	pos	718.57040000	718.5742	202000.0	E8	F6327
STARD2	pos	718.57040000	718.5742	274000.0	E9	F6327
STARD2	pos	718.57040000	718.5742	198000.0	E10	F6327
STARD2	pos	718.57040000	718.5742	56000.0	E11	F6327
STARD2	pos	718.57040000	718.5742	0.0	E12	F6327
STARD2	pos	718.57040000	718.5742	0.0	X0	F6327
STARD5	pos	502.37430000	502.3735	272000.0	A5	F2204
STARD5	pos	502.37430000	502.3735	169000.0	A6	F2204
STARD5	pos	502.37430000	502.3735	174000.0	A7	F2204
STARD5	pos	502.37430000	502.3735	240000.0	A8	F2204
STARD5	pos	502.37430000	502.3735	201000.0	A9	F2204
STARD5	pos	502.37430000	502.3735	185000.0	A10	F2204
STARD5	pos	502.37430000	502.3735	204000.0	A11	F2204
STARD5	pos	502.37430000	502.3735	199000.0	A12	F2204
STARD5	pos	502.37430000	502.3735	257000.0	X0	F2204
STARD5	pos	458.34470000	458.3468	567000.0	A5	F1538
STARD5	pos	458.34470000	458.3468	339000.0	A6	F1538
STARD5	pos	458.34470000	458.3468	625000.0	A7	F1538
STARD5	pos	458.34470000	458.3468	508000.0	A8	F1538
STARD5	pos	458.34470000	458.3468	424000.0	A9	F1538
STARD5	pos	458.34470000	458.3468	433000.0	A10	F1538
STARD5	pos	458.34470000	458.3468	386000.0	A11	F1538
STARD5	pos	458.34470000	458.3468	363000.0	A12	F1538
STARD5	pos	458.34470000	458.3468	813000.0	X0	F1538
STARD5	pos	414.31800000	414.3204	520000.0	A5	F1064
STARD5	pos	414.31800000	414.3204	145000.0	A6	F1064
STARD5	pos	414.31800000	414.3204	205000.0	A7	F1064
STARD5	pos	414.31800000	414.3204	399000.0	A8	F1064
STARD5	pos	414.31800000	414.3204	336000.0	A9	F1064
STARD5	pos	414.31800000	414.3204	268000.0	A10	F1064
STARD5	pos	414.31800000	414.3204	150000.0	A11	F1064
STARD5	pos	414.31800000	414.3204	181000.0	A12	F1064
STARD5	pos	414.31800000	414.3204	168000.0	X0	F1064
STARD5	pos	486.37890000	486.3785	0.0	A5	F1987
STARD5	pos	486.37890000	486.3785	0.0	A6	F1987
STARD5	pos	486.37890000	486.3785	0.0	A7	F1987
STARD5	pos	486.37890000	486.3785	0.0	A8	F1987
STARD5	pos	486.37890000	486.3785	0.0	A9	F1987
STARD5	pos	486.37890000	486.3785	0.0	A10	F1987
STARD5	pos	486.37890000	486.3785	0.0	A11	F1987
STARD5	pos	486.37890000	486.3785	0.0	A12	F1987
STARD5	pos	486.37890000	486.3785	63700.0	X0	F1987
STARD5	pos	442.34950000	442.3521	438000.0	A5	F1334
STARD5	pos	442.34950000	442.3521	0.0	A6	F1334
STARD5	pos	442.34950000	442.3521	0.0	A7	F1334
STARD5	pos	442.34950000	442.3521	51000.0	A8	F1334
STARD5	pos	442.34950000	442.3521	63800.0	A9	F1334
STARD5	pos	442.34950000	442.3521	0.0	A10	F1334
STARD5	pos	442.34950000	442.3521	0.0	A11	F1334
STARD5	pos	442.34950000	442.3521	0.0	A12	F1334
STARD5	pos	442.34950000	442.3521	0.0	X0	F1334
